Linie;KM;Abkuerzung Bahnhof;Haltestellen Name;Perrontyp;Perron Nummer;Kundengleis Nr.;Perronkantenlänge;Perronkantenhöhe;Bemerkung Höhe;Hilfstritt;Höhenverlauf;Material;Bemerkung Material;Kantenart;Bemerkung Kantenkrone;Auftritt;ErfMandant;FID;1_koord;2_koord;BPUIC;lod
297;10.803;NS;Niederscherli;Mittelperron;2/3;2;109.84;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;35324752;46.8869356685, 7.38887682685;46.8862892747,7.38778685195;8507086;http://lod.opentransportdata.swiss/didok/8507086
297;12.79;MHN;Mittelhausern;Hausperron;1;1;111.71;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;BLS;182058798;46.8766344677, 7.36831934049;46.8760404859,7.36713737536;8507087;http://lod.opentransportdata.swiss/didok/8507087
297;14.611;SBR;Schwarzwasserbrucke;Hausperron;1;1;13.53;P 55;;nicht vorhanden;konstant;Andere;Stahlblech;Beton;;Gitterrost;BLS;190497912;46.8632060729, 7.36184025089;46.8631155257,7.36195878074;8507095;http://lod.opentransportdata.swiss/didok/8507095
298;2.99;BNAH;Bern  Europaplatz;Mittelperron;1/2;1;193.46;P 35;;nicht vorhanden;;Fertigelement;;Beton;;Kein;BLS;251527432;46.9445371528, 7.40700176397;46.943007757,7.4080666366;8507082;http://lod.opentransportdata.swiss/didok/8507082
298;3.5;BNFI;Bern Fischermatteli;Zwischenperron;1/2;;53.49;P 25;;nicht vorhanden;konstant;Ortsbeton;;Andere;;Kein;BLS;35340579;46.9419025443, 7.41185064259;46.9417562898,7.41251993978;8507081;http://lod.opentransportdata.swiss/didok/8507081
298;18.323;KD;Kaufdorf;Aussenperron;2;2;200.19;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;35365226;46.8391561006, 7.50121063692;46.8374995987,7.50223981936;8507074;http://lod.opentransportdata.swiss/didok/8507074
298;29.252;UE;Uetendorf;Mittelperron;2/3;2;234.94;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35366191;46.7751351855, 7.57229999068;46.7745434884,7.57524962292;8507070;http://lod.opentransportdata.swiss/didok/8507070
298;30.823;UEA;Uetendorf Allmend;Mittelperron;1;1;220.0;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;252843952;46.7732147013, 7.59263616782;46.7730016449,7.59549983027;8507094;http://lod.opentransportdata.swiss/didok/8507094
299;136.948;TH;Thun;Mittelperron;4/5;5;245.83;P 35;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Andere;SBB;35344043;46.7550751953, 7.62863787707;46.7534605865,7.63083209296;8507100;http://lod.opentransportdata.swiss/didok/8507100
300;6.74;MUE;Mulenen;Hausperron;1;1;220.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;70998666;46.6389514501, 7.6909473236;46.6369862107,7.69130258312;8507481;http://lod.opentransportdata.swiss/didok/8507481
300;8.171;REIK;Reichenbach im Kandertal;Aussenperron;2;2;220.19;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;222748070;46.6262075555, 7.6900897916;46.6242779083,7.68944101128;8507480;http://lod.opentransportdata.swiss/didok/8507480
300;13.41;FR;Frutigen;Mittelperron;2/3;3;426.55;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;35346765;46.59003814, 7.65194686169;46.5862531358,7.6510339049;8507478;http://lod.opentransportdata.swiss/didok/8507478
300;22.28;BL;Blausee-Mitholz;Zwischenperron;1/2;2;132.07;<=P20;P 15;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35347839;46.528422299, 7.67599915565;46.5293640944,7.67495212059;8507476;http://lod.opentransportdata.swiss/didok/8507476
300;48.305;GO;Goppenstein;Mittelperron;2/3;2 / 3;354.54;P 25;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;BLS;35328408;46.3689144837, 7.75450575426;46.3658772684,7.75589589856;8507474;http://lod.opentransportdata.swiss/didok/8507474
300;54.124;HT;Hohtenn;Mittelperron;2/3;2 / 3;357.57;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;50131576;46.3225538386, 7.76319056965;46.3227818047,7.76781704674;8507473;http://lod.opentransportdata.swiss/didok/8507473
300;64.894;EB;Eggerberg;Hausperron;1;1;110.01;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35325572;46.3070236103, 7.8807337339;46.3061894685,7.88148752221;8507471;http://lod.opentransportdata.swiss/didok/8507471
300;67.247;LL;Lalden;Hausperron;1;;131.21;<=P20;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;BLS;35374253;46.3013162284, 7.90886458287;46.3010589134,7.91051810611;8507470;http://lod.opentransportdata.swiss/didok/8507470
310;9.505;SP;Spiez;Mittelperron;4/5;4 / 5;468.08;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;162490231;46.6882541402, 7.67706547102;46.6851281193,7.68116028454;8507483;http://lod.opentransportdata.swiss/didok/8507483
310;21.921;DAE;Darligen;Hausperron;1;;130.04;P 42;40;nicht vorhanden;konstant;Fertigelement;Beton;Beton;;Kein;BLS;35349705;46.6601124295, 7.8137553816;46.6596642014,7.8153218025;8507494;http://lod.opentransportdata.swiss/didok/8507494
310;25.718;IW;Interlaken West;Hausperron;1;1;419.04;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;35357577;46.6800001226, 7.85086628526;46.6837319571,7.85162529483;8507493;http://lod.opentransportdata.swiss/didok/8507493
320;7.215;BH;Burgholz;Aussenperron;1;1;150.13;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;245358692;46.6662232379, 7.6046918197;46.6656669054,7.60290422862;8507287;http://lod.opentransportdata.swiss/didok/8507287
320;11.131;EBIS;Erlenbach im Simmental;Zwischenperron;1/2;;74.12;P 25;;nicht vorhanden;konstant;Andere;Holz;Holzschwellen;;Kein;BLS;35365721;46.6594843856, 7.55721337307;46.6592829218,7.55629551398;8507296;http://lod.opentransportdata.swiss/didok/8507296
320;25.786;BOLT;Boltigen;Hausperron;2;2;192.32;P 20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Beton;;Kein;BLS;35320051;46.6279354984, 7.39142025557;46.6269225596,7.38938943199;8507292;http://lod.opentransportdata.swiss/didok/8507292
320;34.914;ZW;Zweisimmen;Mittelperron;3/4;3;106.46;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;225212441;46.5532783654, 7.37469688877;46.5523239831,7.37479911408;8507290;http://lod.opentransportdata.swiss/didok/8507290
332;14.251;FR;Frutigen;Dienstperron;1;;300.93;Andere;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;BLS;35373011;46.5811426494, 7.65014983391;46.5785302566,7.64914593273;8507478;http://lod.opentransportdata.swiss/didok/8507478
410;40.541;OLH;Olten Hammer;Mittelperron;2/3;3;166.39;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35351380;47.347993958, 7.89856322339;47.3487782853,7.89669908758;8500217;http://lod.opentransportdata.swiss/didok/8500217
410;42.978;WBOL;Wangen bei Olten;Dienstperron;1;;69.26;<=P20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;;SBB;163216538;47.3417794153, 7.86900298067;47.3413485323,7.86834111183;8500216;http://lod.opentransportdata.swiss/didok/8500216
410;49.002;EG;Egerkingen;Hausperron;1;1;160.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;116243749;47.3152153798, 7.80018177643;47.3145529385,7.79830054176;8500214;http://lod.opentransportdata.swiss/didok/8500214
410;49.04;EG;Egerkingen;Aussenperron;2;2;120.98;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35339694;47.3149963121, 7.79978101778;47.3144958984,7.79836024276;8500214;http://lod.opentransportdata.swiss/didok/8500214
410;51.287;OB;Oberbuchsiten;Mittelperron;3/4;4;241.88;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35337897;47.305662542, 7.77342392757;47.3046317166,7.77060739979;8500213;http://lod.opentransportdata.swiss/didok/8500213
410;58.513;NB;Niederbipp;Mittelperron;3/4;3 / 4;149.85;P 30;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;SBB;35362481;47.2710470177, 7.69572015355;47.2699413354,7.69458771393;8500211;http://lod.opentransportdata.swiss/didok/8500211
410;67.481;DN;Deitingen;Aussenperron;2;2;249.9;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35340353;47.2182849235, 7.62046805948;47.2184548119,7.61717837698;8500209;http://lod.opentransportdata.swiss/didok/8500209
410;73.954;SO;Solothurn;Hausperron;1;1;14.05;P 25;;nicht vorhanden;auslaufend;;;;;;SBB;235616868;47.2038464907, 7.54097355991;47.2038216095,7.54079174619;8500207;http://lod.opentransportdata.swiss/didok/8500207
410;76.603;BELL;Bellach;Aussenperron;1;1;159.97;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;117778242;47.2089098845, 7.5088802093;47.2089134664,7.50676864762;8500205;http://lod.opentransportdata.swiss/didok/8500205
410;85.01;GS;Grenchen Sud;Hausperron;1;1;389.65;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35345297;47.1894945317, 7.40204564808;47.1884920475,7.39711920722;8500202;http://lod.opentransportdata.swiss/didok/8500202
410;85.4;GS;Grenchen Sud;Mittelperron;2/3;2 / 3;389.96;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35329205;47.1884124299, 7.39715364203;47.1894106683,7.40208345701;8500202;http://lod.opentransportdata.swiss/didok/8500202
415;80.02;SO;Solothurn;Mittelperron;2/3;3;18.03;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;SBB;234718953;47.2044497374, 7.54628506284;47.204419192,7.54605142951;8500207;http://lod.opentransportdata.swiss/didok/8500207
415;80.072;SO;Solothurn;Mittelperron;5/6;5;72.16;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35363331;47.2042372895, 7.54564544159;47.2041094685,7.54471166948;8500207;http://lod.opentransportdata.swiss/didok/8500207
415;95.579;BUER;Buren an der Aare;Dienstperron;795;795;80.14;P 42;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;SBB;136185783;47.1381436883, 7.37298254943;47.1382260639,7.37403204329;8500221;http://lod.opentransportdata.swiss/didok/8500221
420;1.876;LADO;Langendorf;Zwischenperron;1/2;1 / 2;109.11;P 30;;nicht vorhanden;Karrenueberfahrten;Andere;;Naturstein;;Kein;BLS;159995868;47.2177819291, 7.51406265584;47.2177840491,7.51264983822;8500261;http://lod.opentransportdata.swiss/didok/8500261
420;13.588;GAE;Gansbrunnen;Zwischenperron;2/3;3;100.95;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;160473049;47.2653241258, 7.4651356059;47.2660193481,7.46427766016;8500265;http://lod.opentransportdata.swiss/didok/8500265
420;17.721;CREM;Cremines;Zwischenperron;1/2;2;104.65;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;160473551;47.2856647409, 7.43607320821;47.2855972412,7.43470295809;8500267;http://lod.opentransportdata.swiss/didok/8500267
421;4.807;BIST;Biberist Ost;Hausperron;1;;150.0;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;;BLS;273748209;47.1811322508, 7.56640187485;47.1798004685,7.56608481688;8508089;http://lod.opentransportdata.swiss/didok/8508089
421;4.808;BIST;Biberist Ost;;;2;106.33;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35311519;47.1811318493, 7.56634993436;47.1801878557,7.56612453255;8508089;http://lod.opentransportdata.swiss/didok/8508089
421;5.981;GLF;Gerlafingen;;;1;74.78;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35369449;47.1706073321, 7.56527656841;47.1699349957,7.56524738138;8508088;http://lod.opentransportdata.swiss/didok/8508088
421;16.684;KIAL;Kirchberg-Alchenfluh;Zwischenperron;2/3;2;134.42;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35363138;47.0833205815, 7.58020616397;47.0825451546,7.58156423793;8508084;http://lod.opentransportdata.swiss/didok/8508084
430;2.533;SHIE;Schafhausen i.E.;Zwischenperron;1/2;2;128.95;P 35;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;BLS;35324857;46.9947306397, 7.65680211421;46.9935725153,7.65689732556;8508264;http://lod.opentransportdata.swiss/didok/8508264
430;8.869;WALK;Walkringen;Mittelperron;1/2;1;160.19;P 55;;nicht vorhanden;konstant;Fertigelement;Beton;Beton;;Gitterrost;BLS;35324329;46.9477048076, 7.61894504841;46.9463819909,7.6181107336;8508262;http://lod.opentransportdata.swiss/didok/8508262
430;12.014;BIG;Biglen;Zwischenperron;2;2;110.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;251914772;46.9246023053, 7.62577216032;46.9244999215,7.62720963417;8508261;http://lod.opentransportdata.swiss/didok/8508261
430;26.042;BK;Brenzikofen;Hausperron;1;;110.25;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;256103391;46.8187432255, 7.61099032925;46.8178347054,7.6104112168;8508254;http://lod.opentransportdata.swiss/didok/8508254
430;26.102;BK;Brenzikofen;Hausperron;1;1;20.26;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35324443;46.8182497594, 7.61067677093;46.8180826582,7.6105706895;8508254;http://lod.opentransportdata.swiss/didok/8508254
430;31.474;STEF;Steffisburg;Hausperron;1;;55.91;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35325127;46.7734129173, 7.61498636101;46.7729278648,7.61517998073;8508251;http://lod.opentransportdata.swiss/didok/8508251
430;31.495;STEF;Steffisburg;Zwischenperron;2/3;2 / 3;124.16;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35357326;46.7732101623, 7.61494993132;46.7721312538,7.61536854771;8508251;http://lod.opentransportdata.swiss/didok/8508251
430;31.585;STEF;Steffisburg;Zwischenperron;1/2;2;26.27;P 20;;nicht vorhanden;;Fertigelement;;Beton;;;BLS;227768844;46.7724386537, 7.61531661753;46.7726589428,7.61524658356;8508251;http://lod.opentransportdata.swiss/didok/8508251
440;22.639;BDFK;Burgdorf Steinhof West (Spw);Mittelperron;2/3;2 / 3;159.0;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35339002;47.0531163969, 7.6165878288;47.0522216103,7.6182170544;8509481;http://lod.opentransportdata.swiss/didok/8509481
440;24.413;OBB;Oberburg;Hausperron;1;;72.82;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35323801;47.0398857472, 7.62921109478;47.0392740507,7.62954103285;8508080;http://lod.opentransportdata.swiss/didok/8508080
440;27.789;HA;Hasle-Ruegsau;Zwischenperron;1/2;2;85.75;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35350016;47.0163029523, 7.65499579004;47.0159536783,7.65600048024;8508265;http://lod.opentransportdata.swiss/didok/8508265
440;27.874;HA;Hasle-Ruegsau;Zwischenperron;1/2;2;49.67;P 35;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;BLS;170733556;47.0159536783, 7.65600048024;47.0156772451,7.65651227922;8508265;http://lod.opentransportdata.swiss/didok/8508265
440;36.449;ZO;Zollbruck;Zwischenperron;1/2;2;141.72;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;35328326;46.976309252, 7.7402932166;46.9754948244,7.74166160465;8508268;http://lod.opentransportdata.swiss/didok/8508268
440;36.503;ZO;Zollbruck;Dienstperron;1;;31.03;P 25;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;BLS;35344289;46.9760094749, 7.74083873035;46.9758356596,7.74115707248;8508268;http://lod.opentransportdata.swiss/didok/8508268
440;37.786;NM;Neumuhle;Hausperron;1;1;168.38;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Gitterrost;BLS;246494873;46.9662455596, 7.7490824899;46.9647813508,7.74964561837;8508269;http://lod.opentransportdata.swiss/didok/8508269
441;0.002;LTH;Langenthal;Hausperron;1;1 / 13;43.23;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;129582126;47.2171001141, 7.78433033046;47.2168365824,7.78391099719;8508100;http://lod.opentransportdata.swiss/didok/8508100
441;5.942;MADI;Madiswil;Hausperron;1;;129.87;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;137521450;47.1678789532, 7.79580586846;47.1667111975,7.79576164685;8508183;http://lod.opentransportdata.swiss/didok/8508183
441;6.021;MADI;Madiswil;Zwischenperron;1/2;2;93.25;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;137520742;47.1671654204, 7.79573830711;47.1663269209,7.7957087969;8508183;http://lod.opentransportdata.swiss/didok/8508183
441;6.021;MADI;Madiswil;Zwischenperron;1/2;2;93.29;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;137520882;47.1671658301, 7.79571927762;47.1663269623,7.79568960698;8508183;http://lod.opentransportdata.swiss/didok/8508183
441;7.478;LHO;Lindenholz;Hausperron;1;;27.7;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;BLS;140146018;47.1548369143, 7.79060010462;47.1545965771,7.79050383684;8508184;http://lod.opentransportdata.swiss/didok/8508184
441;10.536;RBA;Rohrbach;Hausperron;1;1;162.18;P 55;;nicht vorhanden;;;;;;;BLS;249393155;47.1372833216, 7.81358854088;47.136576468,7.81545059271;8508186;http://lod.opentransportdata.swiss/didok/8508186
442;19.403;HWIL;Huttwil;Mittelperron;2/3;3;210.26;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;198141337;47.1146515644, 7.84172767839;47.1145852453,7.84449486146;8508187;http://lod.opentransportdata.swiss/didok/8508187
445;7.524;ZELL;Zell LU;Hilfskante;3;3;112.08;P 25;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;BLS;151135076;47.1367667886, 7.92524432318;47.1368628359,7.92671501322;8508293;http://lod.opentransportdata.swiss/didok/8508293
445;11.03;GET;Gettnau;Hausperron;1;1;158.57;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;BLS;167300723;47.1398387677, 7.96948909027;47.1404650237,7.97136711084;8508294;http://lod.opentransportdata.swiss/didok/8508294
450;52.236;MGT;Murgenthal;Hausperron;1;1;20.23;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;261631671;47.2652673651, 7.83202574208;47.2651410512,7.83183354663;8508102;http://lod.opentransportdata.swiss/didok/8508102
450;72.321;RTW;Riedtwil;Dienstperron;2;;221.58;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35370247;47.1402833665, 7.69327861044;47.1388664958,7.69122437743;8508007;http://lod.opentransportdata.swiss/didok/8508007
450;83.215;BDF;Burgdorf;Mittelperron;2/3;2;48.68;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;132794975;47.0606882789, 7.62400793901;47.0607272575,7.62337248266;8508005;http://lod.opentransportdata.swiss/didok/8508005
450;83.3;BDF;Burgdorf;Mittelperron;4/5;5;102.1;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35318580;47.0609264111, 7.62292572613;47.0610027072,7.62158650948;8508005;http://lod.opentransportdata.swiss/didok/8508005
450;86.517;LYS;Lyssach;Hausperron;1;1;201.95;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35325023;47.0639048862, 7.58158797601;47.0627280139,7.57956313803;8508004;http://lod.opentransportdata.swiss/didok/8508004
450;89.621;HBK;Hindelbank;Aussenperron;2;2;193.68;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35375264;47.0498625952, 7.54671643407;47.0491608277,7.54438345624;8508003;http://lod.opentransportdata.swiss/didok/8508003
450;94.821;SCHB;Schonbuhl SBB;Mittelperron;3/4;3 / 4;224.27;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35366297;47.0194345605, 7.49989029251;47.0180987659,7.49767992593;8508001;http://lod.opentransportdata.swiss/didok/8508001
450;94.821;SCHB;Schonbuhl SBB;Mittelperron;3/4;3 / 4;224.52;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35326118;47.0194719852, 7.49984594363;47.0181441398,7.49762109111;8508001;http://lod.opentransportdata.swiss/didok/8508001
450;94.885;SCHB;Schonbuhl SBB;Dienstperron;1;;75.71;<=P20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;;SBB;163216897;47.0191797277, 7.49910378368;47.0187303157,7.49835551454;8508001;http://lod.opentransportdata.swiss/didok/8508001
450;102.826;BNWD;Bern Wankdorf;Aussenperron;5;5;226.04;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35319365;46.9682146503, 7.46699716652;46.9675435114,7.46419430568;8516161;http://lod.opentransportdata.swiss/didok/8516161
451;43.066;ABO;Aarburg-Oftringen;Mittelperron;2/3;2;176.45;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35347992;47.3199207348, 7.90886067393;47.321125363,7.90734118311;8502000;http://lod.opentransportdata.swiss/didok/8502000
451;43.066;ABO;Aarburg-Oftringen;Mittelperron;2/3;3;176.74;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;SBB;35340024;47.3199551476, 7.908922629;47.3211630785,7.90740292949;8502000;http://lod.opentransportdata.swiss/didok/8502000
460;12.913;WB;Worb SBB;Zwischenperron;2/3;3;148.61;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35335456;46.9152843471, 7.56385942129;46.9149807204,7.56575929086;8508200;http://lod.opentransportdata.swiss/didok/8508200
460;12.936;WB;Worb SBB;Zwischenperron;1/2;2;104.14;P 20;inkl. 15cm Hilfstritt;vorhanden;konstant;Ortsbeton;;Beton;;Kein;SBB;35351764;46.9152647335, 7.56416078054;46.9150517174,7.56549201456;8508200;http://lod.opentransportdata.swiss/didok/8508200
460;13.04;WB;Worb SBB;Zwischenperron;1/2;2;37.32;<=P20;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;SBB;35327880;46.9150821554, 7.56550189202;46.9151618583,7.56503042611;8508200;http://lod.opentransportdata.swiss/didok/8508200
460;13.04;WB;Worb SBB;Zwischenperron;1/2;2;94.09;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35318804;46.9150519246, 7.56549171312;46.9148579622,7.56669403248;8508200;http://lod.opentransportdata.swiss/didok/8508200
460;13.134;WB;Worb SBB;Zwischenperron;1/2;;26.13;P 35;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;SBB;35314812;46.9148877161, 7.56670425027;46.9148211634,7.56703298346;8508200;http://lod.opentransportdata.swiss/didok/8508200
460;24.185;ZAE;Zaziwil;Hausperron;1;1;220.7;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35348410;46.8986392367, 7.66170324781;46.9002199468,7.66344055347;8508203;http://lod.opentransportdata.swiss/didok/8508203
460;30.324;SIGN;Signau;Hausperron;1;1;220.23;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35323224;46.9192974892, 7.72514296915;46.9207616045,7.72709057093;8508205;http://lod.opentransportdata.swiss/didok/8508205
460;33.93;EMM;Emmenmatt;Hausperron;1;1;102.1;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35372743;46.9467037131, 7.74702546028;46.9476090732,7.7472507408;8508206;http://lod.opentransportdata.swiss/didok/8508206
460;37.354;LN;Langnau i.E.;Hausperron;1;1;25.58;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35366237;46.9398783814, 7.78303558966;46.940029515,7.78278231717;8508207;http://lod.opentransportdata.swiss/didok/8508207
460;37.424;LN;Langnau i.E.;Mittelperron;2/3;2;243.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35346053;46.9394043182, 7.7836566826;46.9379652543,7.78606005406;8508207;http://lod.opentransportdata.swiss/didok/8508207
460;37.667;LN;Langnau i.E.;Mittelperron;2/3;3;243.15;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;SBB;35321576;46.9379285157, 7.78601314223;46.9393707814,7.78361257595;8508207;http://lod.opentransportdata.swiss/didok/8508207
460;43.096;TSCH;Trubschachen;Zwischenperron;3;3;116.27;P 25;25 cm Hilfstritt;vorhanden;nicht konstant;Fertigelement;;Andere;Stahl;Kein;SBB;35346102;46.9217403719, 7.84566645778;46.9211575534,7.84692979933;8508208;http://lod.opentransportdata.swiss/didok/8508208
460;52.104;ESCH;Escholzmatt;Zwischenperron;2;2;200.57;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35343540;46.9145832875, 7.93653984764;46.9163870769,7.93658671463;8508210;http://lod.opentransportdata.swiss/didok/8508210
460;66.287;ENT;Entlebuch;Zwischenperron;2/3;3;82.81;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35375431;46.9931227191, 8.06167810506;46.9937795617,8.06218996198;8508213;http://lod.opentransportdata.swiss/didok/8508213
460;83.184;MAL;Malters;Mittelperron;1/2;2;230.37;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;SBB;35368842;47.0387918927, 8.1828311512;47.0383397533,8.17987337609;8508218;http://lod.opentransportdata.swiss/didok/8508218
460;89.155;LIT;Littau;Zwischenperron;2;2;137.56;P 25;inkl. Hilfstritt 12 cm;vorhanden;konstant;Fertigelement;;Andere;Stahlblech;Kein;SBB;35353255;47.0529744459, 8.25681228276;47.0540227623,8.25777382154;8508219;http://lod.opentransportdata.swiss/didok/8508219
460;89.156;LIT;Littau;Zwischenperron;3;3;122.8;P 30;inkl. Hilfstritt 15 cm;vorhanden;konstant;Fertigelement;;Andere;Stahlblech;Kein;SBB;35321182;47.0529998177, 8.25676114119;47.0539355509,8.25761995484;8508219;http://lod.opentransportdata.swiss/didok/8508219
460;89.278;LIT;Littau;Zwischenperron;3;;123.78;<=P20;;nicht vorhanden;;Ortsbeton;;Beton;;Kein;SBB;229805458;47.0539266358, 8.25764021991;47.0529828823,8.25677586106;8508219;http://lod.opentransportdata.swiss/didok/8508219
469;64.968;OAB;Oberried am Brienzersee;Hausperron;2;2;110.58;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35344319;46.7368814992, 7.95937580673;46.7362676294,7.95823737019;8508303;http://lod.opentransportdata.swiss/didok/8508303
469;73.886;IOBR;Interlaken Ost [Gleis 3-4];Mittelperron;2/3;2;243.49;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;SBB;35337398;46.6908235686, 7.87078406971;46.6905333781,7.86826208396;8515183;http://lod.opentransportdata.swiss/didok/8515183
